size,numberQueries,dataDistribution,snappy_read_times,simd_read_times,rle_read_times,uncompressed_read_times,snappy_load_times,simd_load_times,rle_load_times,uncompressed_load_times,snappy_sizes,simd_sizes,rle_sizes,uncompressed_sizes,readPercentage
780771,10000,1,5.8557,9.6484,10.6354,5.11302,74.0319,73.2438,78.2637,75.4019,9437674,9456084,9437184,9437184,100
780771,10000,1,2.89643,4.77525,5.25046,2.48638,69.3273,70.9285,74.6648,72.0529,9437667,9456084,9437184,9437184,50
780771,10000,2,6.04771,9.69044,10.6826,5.19762,94.7497,100.481,101.809,97.2538,9437642,9456084,9437184,9437184,100
780771,10000,2,3.01049,4.83629,5.37812,2.60928,97.7179,99.2703,94.3453,103.558,9437643,9456084,9437184,9437184,50
878367,10000,0,6.03975,10.155,11.1919,5.20483,98.9375,99.4513,95.7892,98.0307,10486269,10506760,10485760,10485760,100
878367,10000,0,3.01527,5.02264,5.58633,2.54961,97.5559,102.92,96.6356,99.7248,10486270,10506760,10485760,10485760,50
878367,10000,1,6.28865,10.0744,11.1079,5.23446,74.1896,72.2938,84.3854,71.2957,10486278,10506760,10485760,10485760,100
878367,10000,1,3.10682,5.01956,5.50546,2.65188,71.9119,70.4229,70.5034,78.981,10486304,10506760,10485760,10485760,50
878367,10000,2,6.15493,10.2769,11.3053,5.15449,98.6073,97.7529,98.4798,99.7731,10486268,10506760,10485760,10485760,100
878367,10000,2,3.00747,5.04451,5.54656,2.63881,98.1805,99.2191,95.7052,100.018,10486270,10506760,10485760,10485760,50
988162,10000,0,6.21225,10.4823,11.6847,5.2557,97.6834,103.697,99.6564,100.061,11534897,11557436,11534336,11534336,100
988162,10000,0,3.1595,5.31393,5.86716,2.79108,105.214,99.6432,106.087,100.283,11534897,11557436,11534336,11534336,50
988162,10000,1,6.61754,10.308,11.4192,5.4082,71.673,80.4033,78.1479,74.5993,11534917,11557436,11534336,11534336,100
988162,10000,1,3.18078,5.09861,5.67674,2.69699,73.507,72.7128,74.8486,76.1184,11534931,11557436,11534336,11534336,50
988162,10000,2,6.19002,10.3414,11.5799,5.42685,102.436,100.951,96.5428,97.2833,11534897,11557436,11534336,11534336,100
988162,10000,2,3.17644,5.21866,5.84331,2.77605,97.738,103.104,102.791,98.7801,11534897,11557436,11534336,11534336,50
1111682,10000,0,6.4486,10.8274,11.8971,5.4344,97.1677,97.8704,97.485,100.64,12583524,12608112,12582912,12582912,100
1111682,10000,0,3.2714,5.47672,6.03032,2.8412,101.966,103.463,97.9618,104.102,12583524,12608112,12582912,12582912,50
1111682,10000,1,6.60943,10.6219,11.6977,5.70558,76.3339,79.2772,71.9872,73.5915,12583551,12608112,12582912,12582912,100
1111682,10000,1,3.38222,5.40005,5.95586,2.81626,74.6351,67.9716,80.5964,77.1892,12583548,12608112,12582912,12582912,50
1111682,10000,2,6.56472,10.8783,11.9348,5.52555,98.1102,97.5757,111.811,101.996,12583524,12608112,12582912,12582912,100
1111682,10000,2,3.31556,5.46488,6.06833,2.85886,101.127,99.6628,99.9314,103.037,12583524,12608112,12582912,12582912,50
1250642,10000,0,7.82488,11.9902,12.9992,6.67676,201.361,195.071,199.032,195.572,17826659,17861492,17825792,17825792,100
1250642,10000,0,3.93807,5.93198,6.39367,3.3708,193.653,201.537,198.812,201.322,17826659,17861492,17825792,17825792,50
1250642,10000,1,7.72724,11.735,12.6425,6.63789,160.66,147.989,158.916,150.973,17826658,17861492,17825792,17825792,100
1250642,10000,1,3.75233,5.83167,6.26412,3.24684,150.628,143.905,154.991,140.145,17826647,17861492,17825792,17825792,50
1250642,10000,2,7.98195,11.8699,12.7545,6.76008,204.237,195.896,197.171,192.144,17826658,17861492,17825792,17825792,100
1250642,10000,2,3.93366,5.94369,6.41786,3.36472,191.595,192.337,195.274,198.098,17826659,17861492,17825792,17825792,50
1406972,10000,0,8.1086,12.1034,13.1898,6.9814,197.641,198.033,197.316,201.682,18875286,18912168,18874368,18874368,100
1406972,10000,0,4.01711,6.05062,6.57553,3.54656,197.235,198.463,202.504,197.365,18875286,18912168,18874368,18874368,50
1406972,10000,1,7.99907,11.9056,12.8649,6.90981,153.729,153.329,151.643,146.593,18875309,18912168,18874368,18874368,100
1406972,10000,1,3.98807,5.99557,6.52735,3.56977,149.793,144.25,151.369,147.384,18875289,18912168,18874368,18874368,50
1406972,10000,2,8.03117,12.188,13.2085,7.11584,194.198,196.505,196.536,198.437,18875286,18912168,18874368,18874368,100
1406972,10000,2,3.90287,5.87695,6.39001,3.51044,194.829,196.864,199.603,195.526,18875286,18912168,18874368,18874368,50
1582843,10000,0,7.85962,12.1643,13.4314,6.72972,202.079,203.218,208.223,203.238,20972540,21013520,20971520,20971520,100
1582843,10000,0,4.02973,6.1612,6.87086,3.44604,198.055,196.938,204.578,199.069,20972540,21013520,20971520,20971520,50
1582843,10000,1,7.72408,11.9274,13.0973,6.62844,143.617,147.285,154.587,155.767,20972533,21013520,20971520,20971520,100
1582843,10000,1,3.89768,5.96692,6.57725,3.35015,152.213,148.206,156.184,145.699,20972558,21013520,20971520,20971520,50
1582843,10000,2,8.05759,12.1436,13.5862,6.65214,203.861,201.919,206.257,192.143,20972540,21013520,20971520,20971520,100
1582843,10000,2,3.95605,6.09917,6.80159,3.3546,199.974,202.951,198.416,204.065,20972540,21013520,20971520,20971520,50
1780698,10000,0,9.71764,13.7627,14.8246,8.55488,306.312,302.265,301.374,299.167,26215674,26266900,26214400,26214400,100
1780698,10000,0,4.87913,6.80887,7.39854,4.30885,297.778,288.016,293.524,304.362,26215674,26266900,26214400,26214400,50
1780698,10000,1,9.52589,13.4229,14.6289,8.35907,213.39,211.277,209.007,214.211,26215683,26266900,26214400,26214400,100
1780698,10000,1,4.78118,6.75525,7.27519,4.30449,217.82,214.342,231.895,219.432,26215684,26266900,26214400,26214400,50
1780698,10000,2,9.73353,13.6493,14.8325,8.61301,302.587,292.929,320.618,291.158,26215674,26266900,26214400,26214400,100
1780698,10000,2,4.85831,6.85017,7.43576,4.37028,294.531,301.374,296.877,290.322,26215672,26266900,26214400,26214400,50
2003285,10000,0,9.71863,13.8511,14.9979,8.27769,309.376,287.733,294.323,297.915,28312929,28368252,28311552,28311552,100
2003285,10000,0,4.86667,6.97444,7.5893,4.23635,320.54,292.585,329.146,291.323,28312929,28368252,28311552,28311552,50
2003285,10000,1,9.5309,13.5491,14.6234,8.37332,227.509,220.44,226.049,213.664,28312924,28368252,28311552,28311552,100
2003285,10000,1,4.86172,6.92711,7.42974,4.3524,226.854,224.393,226.599,216.409,28312916,28368252,28311552,28311552,50
2003285,10000,2,9.69362,13.7319,14.9695,8.5386,301.921,284.725,331.183,295.821,28312926,28368252,28311552,28311552,100
2003285,10000,2,4.91956,6.96038,7.43927,4.28457,300.173,286.791,346.091,288.242,28312928,28368252,28311552,28311552,50
2253695,10000,0,11.2945,15.5859,16.5925,9.96211,385.026,381.536,446.125,387.961,34604674,34672308,34603008,34603008,100
2253695,10000,0,5.61432,7.66813,8.21719,5.02679,390.174,379.577,453.87,384.719,34604675,34672308,34603008,34603008,50
2253695,10000,1,11.0804,15.1819,16.3637,9.90415,296.685,279.484,307.748,299.06,34604721,34672308,34603008,34603008,100
2253695,10000,1,5.5485,7.56365,8.0474,4.89751,315.051,282.4,322.408,287.55,34604679,34672308,34603008,34603008,50
2253695,10000,2,11.0701,15.1993,16.6128,10.0284,393.025,391.156,446.278,386.509,34604673,34672308,34603008,34603008,100
2253695,10000,2,5.52697,7.55733,8.22593,4.91064,387.255,380.938,397.675,393.35,34604674,34672308,34603008,34603008,50
2535406,10000,0,11.4755,15.7762,16.8513,10.247,372.616,376.601,444.691,381.466,36701929,36773660,36700160,36700160,100
2535406,10000,0,5.57926,7.81539,8.40541,5.00774,401.949,373.665,447.611,384.979,36701929,36773660,36700160,36700160,50
2535406,10000,1,11.2305,15.1533,16.4168,10.192,298.327,280.173,307.673,286.123,36701889,36773660,36700160,36700160,100
2535406,10000,1,5.62716,7.62,8.07439,4.99636,287.538,274.832,314.48,287.56,36701910,36773660,36700160,36700160,50
2535406,10000,2,11.3341,15.5692,16.8158,10.2038,388.355,374.578,456.94,385.127,36701928,36773660,36700160,36700160,100
2535406,10000,2,5.53334,7.68676,8.28135,5.06715,388.197,377.301,449.688,385.271,36701925,36773660,36700160,36700160,50
2852331,10000,0,13.1816,17.6083,18.5149,12.4047,935.481,1006.71,1124.46,1001.24,59771658,59888532,59768832,59768832,100
2852331,10000,0,6.73911,8.98081,9.42952,6.08063,1032.4,1036.7,1119.24,1032.44,59771663,59888532,59768832,59768832,50
2852331,10000,1,13.1739,17.6781,18.3579,12.2541,754.793,746.948,833.85,777.643,59771767,59888532,59768832,59768832,100
2852331,10000,1,6.65109,8.85497,9.23499,6.22354,790.772,762.826,812.484,779.225,59771604,59888532,59768832,59768832,50
2852331,10000,2,13.4182,17.7652,18.3422,12.2419,953.305,1049.62,1075.88,1052.48,59771643,59888532,59768832,59768832,100
2852331,10000,2,6.50891,8.83781,9.18044,6.12681,1034.62,1033.01,1143.32,1045.34,59771659,59888532,59768832,59768832,50
3208872,10000,0,12.7641,17.5418,18.6364,12.0764,1056.5,1017.2,1140.34,1035.6,62917530,63040560,62914560,62914560,100
3208872,10000,0,6.70339,8.74157,9.28837,5.99541,1032.6,1037.96,1129.06,1024.15,62917529,63040560,62914560,62914560,50
3208872,10000,1,13.2731,17.4172,18.0426,12.2987,774.067,812.037,816.002,819.592,62917547,63040560,62914560,62914560,100
3208872,10000,1,6.83078,8.94057,9.32179,6.28756,823.703,823.222,843.225,815.813,62917525,63040560,62914560,62914560,50
3208872,10000,2,13.8734,17.6156,18.7325,12.5245,999.408,1038.85,1033.58,1091.44,62917514,63040560,62914560,62914560,100
3208872,10000,2,6.80266,8.98739,9.55603,6.11227,1058.73,1023.16,1074.26,1079.42,62917534,63040560,62914560,62914560,50
