size,numberQueries,dataDistribution,snappy_read_times,simd_read_times,rle_read_times,uncompressed_read_times,snappy_load_times,simd_load_times,rle_load_times,uncompressed_load_times,snappy_sizes,simd_sizes,rle_sizes,uncompressed_sizes,readPercentage
694019,10000,0,1.70516,2.48446,2.348,1.58932,19.8816,19.9393,19.8395,19.83,14942058,14973216,14942208,14942208,100
694019,10000,0,0.860233,1.22359,1.16851,0.789522,19.7825,19.856,19.9091,19.7597,14942026,14973216,14942208,14942208,50
694019,10000,1,1.75452,2.42648,2.29518,1.55693,17.9528,18.0841,17.9819,17.999,14942045,14973216,14942208,14942208,100
694019,10000,1,0.890747,1.22137,1.15871,0.787345,17.9847,17.9044,18.0354,18.0639,14942341,14973216,14942208,14942208,50
694019,10000,2,1.80827,2.49174,2.34302,1.58524,18.7716,19.8592,19.8674,19.8006,14942246,14973216,14942208,14942208,100
694019,10000,2,0.889266,1.26152,1.18994,0.807887,19.8356,19.9913,19.9449,19.859,14941946,14973216,14942208,14942208,50
780771,10000,0,1.93377,2.63872,2.46551,1.72368,19.8903,20.9478,21.0424,20.9398,16121991,16155312,16121856,16121856,100
780771,10000,0,0.940615,1.31479,1.23805,0.861076,20.8047,20.9919,21.087,20.8764,16121688,16155312,16121856,16121856,50
780771,10000,1,1.87916,2.55721,2.37496,1.68009,19.0577,18.8858,19.0071,18.9523,16121671,16155312,16121856,16121856,100
780771,10000,1,0.922687,1.29115,1.20759,0.850265,19.0285,18.8545,19.0861,18.7729,16121716,16155312,16121856,16121856,50
780771,10000,2,1.82492,2.6385,2.43986,1.69296,20.9271,20.9682,21.1231,20.8158,16122015,16155312,16121856,16121856,100
780771,10000,2,0.918449,1.31669,1.22232,0.856462,20.8526,20.8298,21.0975,20.7963,16121629,16155312,16121856,16121856,50
878367,10000,0,2.16516,2.92233,2.73052,2.02213,26.8132,27.6994,27.9221,27.6483,20054068,20095632,20054016,20054016,100
878367,10000,0,1.06174,1.48484,1.37859,1.03136,27.5599,27.784,27.8483,27.7435,20053581,20095632,20054016,20054016,50
878367,10000,1,2.2455,2.88566,2.69742,1.94815,25.0468,25.1042,24.9847,25.1956,20053926,20095632,20054016,20054016,100
878367,10000,1,1.10003,1.45152,1.36879,0.992796,25.1556,25.1915,25.0109,25.2723,20054100,20095632,20054016,20054016,50
878367,10000,2,2.22835,2.91441,2.74854,2.01187,26.1476,27.7962,27.919,27.6728,20054200,20095632,20054016,20054016,100
878367,10000,2,1.1519,1.48445,1.39774,1.01311,25.8657,27.8221,27.8538,27.6038,20053868,20095632,20054016,20054016,50
988162,10000,0,2.24976,3.06446,2.9176,2.11986,28.638,28.8856,28.9852,28.7585,21495968,21540416,21495808,21495808,100
988162,10000,0,1.13474,1.55678,1.44926,1.06349,28.8662,28.8485,28.9489,28.6083,21495657,21540416,21495808,21495808,50
988162,10000,1,2.3515,2.97492,2.79015,2.04918,26.0888,25.9858,26.1586,26.0693,21495905,21540416,21495808,21495808,100
988162,10000,1,1.2022,1.50049,1.4115,1.05686,25.8866,26.0875,26.1555,26.1752,21495832,21540416,21495808,21495808,50
988162,10000,2,2.21525,3.03993,2.90213,2.0834,28.8162,28.9056,28.9862,28.7976,21495778,21540416,21495808,21495808,100
988162,10000,2,1.11895,1.52345,1.44702,1.04898,28.9253,28.7396,28.8667,28.7745,21495689,21540416,21495808,21495808,50
1111682,10000,0,2.4345,3.27632,3.06252,2.27844,30.8756,30.755,30.9451,30.7173,23461811,23510576,23461888,23461888,100
1111682,10000,0,1.20863,1.60723,1.5118,1.14191,30.1038,30.7784,31.0301,30.7505,23593252,23641920,23592960,23592960,50
1111682,10000,1,2.50731,3.16767,2.96292,2.25354,28.0158,27.8776,28.0024,27.5467,23461957,23510576,23461888,23461888,100
1111682,10000,1,1.23615,1.58681,1.479,1.12309,27.7182,27.8786,27.9865,27.8488,23593020,23641920,23592960,23592960,50
1111682,10000,2,2.39551,3.25298,3.10836,2.26283,30.803,30.7109,31.0178,30.7499,23461690,23510576,23461888,23461888,100
1111682,10000,2,1.25266,1.63855,1.54759,1.13057,30.9272,30.8827,31.1194,30.8326,23592644,23641920,23592960,23592960,50
1250642,10000,0,2.85417,3.5918,3.37085,2.63913,37.4134,37.7462,37.9252,37.5883,27787508,27844928,27787264,27787264,100
1250642,10000,0,1.40901,1.78052,1.67981,1.30844,37.7322,37.789,38.1212,37.6328,27787253,27844928,27787264,27787264,50
1250642,10000,1,2.91574,3.4914,3.2917,2.57853,33.9344,34.081,34.0752,34.2905,27786586,27844928,27787264,27787264,100
1250642,10000,1,1.42589,1.7449,1.64805,1.31605,34.2136,33.9574,34.4651,34.3997,27787788,27844928,27787264,27787264,50
1250642,10000,2,2.8528,3.6098,3.35196,2.64296,37.9294,37.7896,38.1404,37.3361,27786523,27844928,27787264,27787264,100
1250642,10000,2,1.44635,1.81885,1.72134,1.35109,37.6901,37.7406,38.0859,37.6861,27787221,27844928,27787264,27787264,50
1406972,10000,0,3.58105,4.39993,4.2135,3.41489,90.4181,88.1348,91.5282,87.3445,41024793,41110672,41025536,41025536,100
1406972,10000,0,1.82939,2.21192,2.09337,1.69883,79.359,87.4553,88.3223,90.3606,41155548,41242016,41156608,41156608,50
1406972,10000,1,3.71905,4.33453,4.09519,3.37612,77.095,77.3764,77.1732,77.1905,41024830,41110672,41025536,41025536,100
1406972,10000,1,1.80755,2.11265,1.99454,1.63437,77.1713,77.0255,77.4391,77.1982,41155583,41242016,41156608,41156608,50
1406972,10000,2,3.6266,4.37272,4.26124,3.4143,87.6107,87.9511,87.6676,90.1922,41023536,41110672,41025536,41025536,100
1406972,10000,2,1.831,2.16147,2.09046,1.6726,80.309,90.2446,90.4377,87.7424,41155950,41242252,41156600,41156600,50
1582843,10000,0,3.77008,4.53631,4.40739,3.58521,83.1081,89.9654,90.4179,89.6931,43515972,43606208,43515904,43515904,100
1582843,10000,0,1.90084,2.28534,2.2355,1.81584,89.5335,92.67,92.7483,89.6886,43514676,43606208,43515904,43515904,50
1582843,10000,1,3.8515,4.4695,4.21007,3.53241,79.2138,78.6083,78.7414,78.9322,43515513,43606208,43515904,43515904,100
1582843,10000,1,1.97916,2.27501,2.1389,1.79752,79.1702,79.0895,79.2181,79.1362,43514867,43606208,43515904,43515904,50
1582843,10000,2,3.70062,4.58003,4.42038,3.57035,90.2757,89.6917,92.9685,92.4467,43514601,43606208,43515904,43515904,100
1582843,10000,2,1.83002,2.25717,2.15396,1.74754,92.3326,89.4713,91.0341,93.2796,43515369,43606208,43515904,43515904,50
1780698,10000,0,4.0276,4.87934,4.53382,3.82881,99.7796,100.303,101.084,97.4329,48757383,48859968,48758784,48758784,100
1780698,10000,0,2.04033,2.44382,2.30695,1.92116,100.616,100.837,97.9084,97.2532,48758388,48859968,48758784,48758784,50
1780698,10000,1,4.24764,4.78377,4.5228,3.80112,86.47,85.9845,86.6627,86.4415,48757860,48859968,48758784,48758784,100
1780698,10000,1,2.10662,2.3537,2.25418,1.89291,86.4307,85.8644,85.7443,86.168,48758284,48859968,48758784,48758784,50
1780698,10000,2,4.07742,4.8014,4.57643,3.80462,90.0494,98.5258,97.9546,97.5179,48757817,48859968,48758784,48758784,100
1780698,10000,2,2.01585,2.45619,2.36304,1.9343,98.018,97.443,98.4069,100.843,48757496,48859968,48758784,48758784,50
2003285,10000,0,4.28341,5.07614,4.84993,4.12254,102.927,106.794,107.532,109.174,54787299,54901792,54788096,54788096,100
2003285,10000,0,2.2681,2.5915,2.47947,2.09296,98.0349,109.338,109.768,106.254,54786700,54901792,54788096,54788096,50
2003285,10000,1,4.69415,5.062,4.70691,4.07447,93.7753,94.1574,94.747,93.567,54787103,54901792,54788096,54788096,100
2003285,10000,1,2.36425,2.51933,2.40993,2.05618,94.0356,93.9585,94.451,94.083,54787556,54901792,54788096,54788096,50
2003285,10000,2,4.34166,5.08261,4.87599,4.07925,106.689,106.958,109.485,109.638,54785304,54901792,54788096,54788096,100
2003285,10000,2,2.20587,2.62378,2.46166,2.08908,106.652,106.488,109.839,109.573,54786524,54901792,54788096,54788096,50
2253695,10000,0,4.95622,5.59638,5.36133,4.56554,107.341,119.172,119.973,114.954,60948225,61074960,60948480,60948480,100
2253695,10000,0,2.36539,2.81782,2.62082,2.27463,116.104,115.36,117.009,118.092,60946919,61074960,60948480,60948480,50
2253695,10000,1,5.26554,5.4835,5.23379,4.53088,102.555,101.738,102.754,101.865,60946914,61074960,60948480,60948480,100
2253695,10000,1,2.62294,2.7286,2.60488,2.24348,101.889,101.631,102.955,102.112,60947686,61074960,60948480,60948480,50
2253695,10000,2,4.76029,5.64013,5.36723,4.6253,118.347,115.523,119.508,115.238,60946125,61074960,60948480,60948480,100
2253695,10000,2,2.45484,2.85746,2.72979,2.33468,115.369,115.419,116.523,115.772,60945855,61074960,60948480,60948480,50
2535406,10000,0,7.01787,8.0213,7.85105,6.87958,165.901,166.143,167.945,164.46,75756589,75916832,75759616,75759616,100
2535406,10000,0,3.65015,3.97293,3.79931,3.42784,152.431,169.369,167.893,163.409,75888959,76048176,75890688,75890688,50
2535406,10000,1,7.68784,7.8091,7.549,6.73739,145.72,146.058,146.812,147.111,75757050,75916832,75759616,75759616,100
2535406,10000,1,3.91654,4.00307,3.8279,3.48416,145.509,145.931,146.976,146.506,75888513,76048176,75890688,75890688,50
2535406,10000,2,7.07278,8.06287,7.7577,6.87453,167.21,166.149,167.105,161.029,75755181,75916832,75759616,75759616,100
2535406,10000,2,3.64634,3.96037,3.84622,3.43526,149.417,166.774,167.972,167.003,75887864,76048176,75890688,75890688,50
2852331,10000,0,7.23557,8.10228,7.92966,6.99448,175.407,177.706,178.437,178.662,83096275,83272096,83099648,83099648,100
2852331,10000,0,3.5658,4.07826,3.87248,3.50332,172.653,179.599,178.197,175.753,83097346,83272096,83099648,83099648,50
2852331,10000,1,7.76509,8.03647,7.80636,7.02265,155.061,155.018,155.6,155.431,83095463,83272096,83099648,83099648,100
2852331,10000,1,3.97101,4.09917,3.89801,3.54138,155.352,154.919,155.431,154.557,83096092,83272096,83099648,83099648,50
2852331,10000,2,7.3651,8.27661,7.87612,7.07247,175.119,175.919,179.75,176.177,83094766,83272096,83099648,83099648,100
2852331,10000,2,3.59125,4.02087,3.85748,3.48582,177.39,181.498,178.265,178.757,83094636,83272096,83099648,83099648,50
3208872,10000,0,7.79786,8.70983,8.26125,7.59385,177.094,188.68,186.945,184.405,90568552,90758704,90570752,90570752,100
3208872,10000,0,3.89254,4.21265,4.10604,3.66038,169.106,186.113,189.766,191.105,90699394,90890048,90701824,90701824,50
3208872,10000,1,8.484,8.44203,8.18577,7.48923,164.286,163.818,164.626,164.997,90568954,90758704,90570752,90570752,100
3208872,10000,1,4.13345,4.21292,4.03926,3.69349,163.328,163.549,164.89,163.501,90699011,90890048,90701824,90701824,50
3208872,10000,2,7.79858,8.70329,8.39862,7.66766,186.18,188.806,186.588,189.048,90564515,90758704,90570752,90570752,100
3208872,10000,2,3.99472,4.42127,4.18042,3.85024,192.095,185.762,188.525,185.49,90696466,90890048,90701824,90701824,50
