size,numberQueries,dataDistribution,snappy_read_times,simd_read_times,rle_read_times,uncompressed_read_times,snappy_load_times,simd_load_times,rle_load_times,uncompressed_load_times,snappy_sizes,simd_sizes,rle_sizes,uncompressed_sizes,readPercentage
780771,10000,0,3.40584,5.63526,5.26864,2.94136,34.7534,34.6808,35.7511,35.0439,9961953,9981460,9961472,9961472,100
780771,10000,0,1.74839,2.79603,2.63766,1.45298,34.9327,35.9596,34.9705,35.2271,9961953,9981460,9961472,9961472,50
780771,10000,1,3.46228,5.53814,5.16791,2.88952,32.5849,32.7524,32.7529,32.6661,9961933,9981460,9961472,9961472,100
780771,10000,1,1.67632,2.73228,2.56261,1.4432,32.6729,32.7661,32.875,32.7353,9961943,9981460,9961472,9961472,50
780771,10000,2,3.48148,5.65887,5.28541,3.00507,34.9078,35.5585,35.1299,36.4935,9961953,9981460,9961472,9961472,100
780771,10000,2,1.70807,2.84653,2.67313,1.47947,34.5259,35.0,34.8088,34.2595,9961953,9981460,9961472,9961472,50
878367,10000,0,3.59105,5.96619,5.56187,3.21134,49.7319,51.3781,53.0501,52.5003,13107843,13133500,13107200,13107200,100
878367,10000,0,1.81469,2.97037,2.77095,1.56492,50.6067,51.3455,53.608,51.5355,13107843,13133500,13107200,13107200,50
878367,10000,1,3.60607,5.91376,5.45067,3.05233,48.4908,48.6052,49.0294,48.7615,13107869,13133500,13107200,13107200,100
878367,10000,1,1.81149,2.9859,2.76895,1.58088,48.6088,48.7924,49.0877,48.6798,13107882,13133500,13107200,13107200,50
878367,10000,2,3.59473,5.97881,5.52727,3.14014,52.4519,51.7819,51.8195,52.5545,13107841,13133500,13107200,13107200,100
878367,10000,2,1.80267,2.95074,2.76794,1.56923,51.0827,53.129,52.7898,52.8072,13107858,13133500,13107200,13107200,50
988162,10000,0,3.63218,6.1029,5.68935,3.17467,51.9366,52.2213,52.8905,52.5301,14156472,14184180,14155776,14155776,100
988162,10000,0,1.83481,3.01959,2.83391,1.62023,53.9781,52.3661,53.6492,52.1849,14156473,14184180,14155776,14155776,50
988162,10000,1,3.51445,5.92502,5.50919,3.01507,48.7882,48.8842,48.9878,48.8203,14156482,14184180,14155776,14155776,100
988162,10000,1,1.78307,2.96491,2.78072,1.55849,48.7336,48.6649,49.6397,48.8752,14156525,14184180,14155776,14155776,50
988162,10000,2,3.63605,6.02888,5.65231,3.15519,52.6173,52.373,52.8477,51.8285,14156472,14184180,14155776,14155776,100
988162,10000,2,1.81536,3.07986,2.79483,1.57013,51.1557,52.9038,53.3226,51.5193,14156470,14184180,14155776,14155776,50
1111682,10000,0,4.08284,6.41429,5.93797,3.60504,52.1039,52.0183,53.2321,51.747,14680788,14709520,14680064,14680064,100
1111682,10000,0,19.2327,20.2032,28.5776,18.3468,52.0927,52.3154,54.6796,51.3944,17302347,17336220,17301504,17301504,50
1111682,10000,1,4.04178,6.29249,5.89433,3.58926,48.751,48.8852,49.7357,49.0626,14680769,14709520,14680064,14680064,100
1111682,10000,1,18.0035,18.8535,28.7574,18.0972,48.763,49.1031,49.1454,48.9803,17302354,17336220,17301504,17301504,50
1111682,10000,2,4.16433,6.50514,6.08201,3.68484,51.5656,52.5105,52.7962,51.4836,14680804,14709520,14680064,14680064,100
1111682,10000,2,19.3803,19.8994,19.3112,18.5969,53.3487,52.3652,52.3342,52.2935,17302345,17336220,17301504,17301504,50
1250642,10000,0,4.31066,6.70032,6.29085,3.75114,66.9335,70.3078,70.4463,70.189,18350977,18386900,18350080,18350080,100
1250642,10000,0,2.16251,3.3729,3.15033,1.90161,68.1712,69.0269,70.3298,68.7671,18350977,18386900,18350080,18350080,50
1250642,10000,1,4.3015,6.53167,6.10745,3.68152,66.2255,65.0527,65.7623,65.0194,18350976,18386900,18350080,18350080,100
1250642,10000,1,2.08332,3.27287,3.04671,1.86525,64.8456,64.9585,66.8847,64.7715,18351024,18386900,18350080,18350080,50
1250642,10000,2,4.27311,6.78225,6.37666,3.79627,67.3553,69.0301,71.1882,70.0949,18350977,18386900,18350080,18350080,100
1250642,10000,2,2.14213,3.37229,3.15105,1.88101,68.6396,69.1852,71.4852,68.4577,18350977,18386900,18350080,18350080,50
1406972,10000,0,5.29392,7.59051,7.13553,4.74531,185.62,179.811,185.295,182.114,29885746,29944380,29884416,29884416,100
1406972,10000,0,2.6545,3.81708,3.63964,2.41354,179.643,178.46,184.236,178.32,29885747,29944380,29884416,29884416,50
1406972,10000,1,5.34771,7.48444,7.08334,4.77254,162.538,159.884,161.256,159.933,29885840,29944380,29884416,29884416,100
1406972,10000,1,2.68502,3.74201,3.4899,2.37827,159.863,160.307,160.434,162.684,29885807,29944380,29884416,29884416,50
1406972,10000,2,5.48625,7.60262,7.20887,4.83135,167.456,178.755,186.082,180.548,29885762,29944380,29884416,29884416,100
1406972,10000,2,2.74443,3.85782,3.65756,2.44259,180.229,176.865,182.316,179.362,29885736,29944380,29884416,29884416,50
1582843,10000,0,5.35476,7.77669,7.33626,4.8197,182.331,180.044,181.544,179.832,31458708,31520400,31457280,31457280,100
1582843,10000,0,2.72584,3.9308,3.68209,2.43127,178.047,180.219,179.784,178.678,31458700,31520400,31457280,31457280,50
1582843,10000,1,5.46251,7.57969,7.06893,4.7901,160.646,160.468,160.571,160.188,31458800,31520400,31457280,31457280,100
1582843,10000,1,2.6355,3.69158,3.46934,2.33511,160.571,159.834,160.411,160.691,31458896,31520400,31457280,31457280,50
1582843,10000,2,5.20865,7.80076,7.30282,4.7511,178.986,178.012,180.353,178.841,31458671,31520400,31457280,31457280,100
1582843,10000,2,2.73159,3.96791,3.70666,2.432,182.787,179.974,181.719,176.994,31458680,31520400,31457280,31457280,50
1780698,10000,0,5.5574,7.82535,7.49695,4.94466,197.606,195.514,200.033,195.839,35128897,35197780,35127296,35127296,100
1780698,10000,0,2.86722,4.05218,3.80986,2.54818,194.932,195.295,197.867,197.371,35128870,35197780,35127296,35127296,50
1780698,10000,1,5.55512,7.6626,7.25012,4.90749,175.769,176.456,178.601,176.36,35128976,35197780,35127296,35127296,100
1780698,10000,1,2.7799,3.8136,3.59652,2.44407,176.429,177.498,177.458,177.584,35128996,35197780,35127296,35127296,50
1780698,10000,2,5.69152,7.88412,7.43669,5.01674,182.627,195.492,197.138,197.469,35128880,35197780,35127296,35127296,100
1780698,10000,2,5.20583,3.99984,3.76536,2.60142,197.486,197.431,198.167,195.017,35128888,35197780,35127296,35127296,50
2003285,10000,0,6.04003,8.32234,7.91544,5.46115,213.812,212.339,224.484,214.228,38799045,38875160,38797312,38797312,100
2003285,10000,0,3.08714,4.18909,3.96937,2.76979,212.654,212.859,226.579,212.614,38799022,38875160,38797312,38797312,50
2003285,10000,1,5.98494,8.14456,7.77963,5.35813,191.652,193.154,194.702,192.401,38799102,38875160,38797312,38797312,100
2003285,10000,1,3.05589,4.12923,3.94118,2.76814,191.352,192.65,193.972,192.671,38799200,38875160,38797312,38797312,50
2003285,10000,2,6.18834,8.33722,7.91161,5.53983,201.378,213.354,217.179,216.115,38799202,38875160,38797312,38797312,100
2003285,10000,2,3.08469,4.22746,3.95673,2.79695,220.913,211.198,224.451,211.994,38799054,38875160,38797312,38797312,50
2253695,10000,0,6.46559,8.78773,8.15544,5.80846,230.279,228.025,243.573,226.842,42993517,43077880,42991616,42991616,100
2253695,10000,0,3.26591,4.41986,4.14996,2.95251,232.759,224.349,246.148,228.548,42993526,43077880,42991616,42991616,50
2253695,10000,1,6.46671,8.45921,7.90463,5.93654,209.891,209.491,213.791,208.383,42993651,43077880,42991616,42991616,100
2253695,10000,1,3.15122,4.22878,4.03527,2.85494,208.785,208.548,214.861,208.066,42993769,43077880,42991616,42991616,50
2253695,10000,2,6.48768,8.66002,8.15015,5.77733,231.474,226.942,252.506,229.756,42993499,43077880,42991616,42991616,100
2253695,10000,2,3.31444,4.34765,4.10116,2.9239,230.767,228.254,251.427,227.317,42993492,43077880,42991616,42991616,50
2535406,10000,0,9.09428,11.2692,10.7313,8.5167,340.21,347.308,382.876,340.784,55576846,55686040,55574528,55574528,100
2535406,10000,0,8.4755,5.64273,5.42479,4.2902,353.021,338.681,372.331,339.643,55576918,55686040,55574528,55574528,50
2535406,10000,1,8.9943,11.122,10.6361,8.33701,302.056,303.5,322.292,303.435,55577245,55686040,55574528,55574528,100
2535406,10000,1,4.52988,5.59895,5.30896,4.16483,302.676,303.507,311.22,308.4,55577050,55686040,55574528,55574528,50
2535406,10000,2,9.14472,11.446,10.8801,8.5897,338.922,338.314,364.32,348.336,55576957,55686040,55574528,55574528,100
2535406,10000,2,4.5964,5.59912,5.32354,4.20117,336.301,340.017,386.952,341.195,55576801,55686040,55574528,55574528,50
2852331,10000,0,9.17722,11.3929,10.9706,8.482,349.115,350.543,397.316,357.25,60295753,60414100,60293120,60293120,100
2852331,10000,0,4.54893,5.64877,5.33213,4.30871,358.571,349.212,397.517,362.057,60295744,60414100,60293120,60293120,50
2852331,10000,1,9.26403,11.0311,10.5335,8.56691,324.504,319.099,338.826,319.593,60296016,60414100,60293120,60293120,100
2852331,10000,1,4.66023,5.6336,5.38856,4.28232,319.543,320.09,339.404,320.22,60296009,60414100,60293120,60293120,50
2852331,10000,2,9.11985,11.3497,10.8357,8.46784,355.818,350.1,414.205,362.162,60295611,60414100,60293120,60293120,100
2852331,10000,2,4.58357,5.65872,5.42238,4.23397,353.625,350.053,400.458,364.489,60295545,60414100,60293120,60293120,50
3208872,10000,0,14.6463,11.7822,11.3874,8.88942,370.078,365.292,435.51,368.233,65014508,65142160,65011712,65011712,100
3208872,10000,0,21.838,22.2314,32.4188,21.3166,388.861,363.005,420.863,374.146,67636026,67768860,67633152,67633152,50
3208872,10000,1,9.59515,11.5796,11.0043,8.95597,334.585,336.219,352.952,337.669,65014433,65142160,65011712,65011712,100
3208872,10000,1,23.4301,21.5766,29.4771,20.5486,335.622,336.224,375.947,335.374,67636233,67768860,67633152,67633152,50
3208872,10000,2,9.88238,11.8381,11.3268,8.92641,345.493,367.689,428.944,373.703,65014669,65142160,65011712,65011712,100
3208872,10000,2,23.5422,22.2416,32.4429,21.3842,386.768,366.564,443.88,377.602,67636150,67768860,67633152,67633152,50
